DEPTH,CALI,DENC,DENS,DTC,GR,NEUT,SP
4246.5,17.9457,0.0346,2.112,78.7938,7.2498,0.479,207.0645
4247.0,17.8458,0.0216,2.114,78.776,7.6086,0.4776,207.0592
4247.5,17.7958,0.0238,2.132,78.5303,7.6613,0.4458,207.1367
4248.0,17.7958,0.0281,2.144,77.9188,7.6613,0.4344,207.036
4248.5,17.8458,0.0411,2.144,77.6313,8.0625,0.4244,206.7845
4249.0,17.8458,0.0628,2.139,77.9211,8.8637,0.409,206.5993
4249.5,17.8458,0.0563,2.136,78.648,9.2964,0.3994,206.4594
4250.0,17.8957,0.0303,2.129,79.5273,9.3104,0.4073,206.4025
4250.5,17.8957,0.0216,2.119,79.6944,9.17,0.4212,206.5358
4251.0,17.8957,0.0151,2.138,78.8606,9.177,0.4081,207.0665
4251.5,17.8957,0.0281,2.172,77.5741,9.634,0.3774,207.7679
4252.0,17.8957,0.0173,2.214,76.3387,10.2859,0.3701,208.2235
4252.5,17.8957,0.0064,2.254,75.2637,10.5301,0.354,208.4431
4253.0,17.8957,-0.0001,2.28,74.6447,10.0439,0.3422,208.515
4253.5,17.9457,-0.0131,2.274,74.4668,9.2538,0.3475,208.5205
4254.0,17.8458,-0.0109,2.268,74.5861,8.6827,0.3548,208.5205
4254.5,17.8458,0.0151,2.262,74.6506,8.6999,0.3593,208.5205
4255.0,17.7458,0.0281,2.244,74.4003,8.8496,0.3642,208.5728
4255.5,17.6959,0.0194,2.249,74.1943,8.1758,0.3546,208.6512
4256.0,17.6959,0.0346,2.264,74.2512,7.3305,0.3385,208.505
4256.5,17.7458,0.0216,2.269,74.3265,7.7251,0.3359,208.1684
4257.0,17.7958,-0.0066,2.27,74.4678,8.194,0.3296,208.0385
4257.5,17.7958,-0.0022,2.259,74.7112,8.3732,0.3202,208.1541
4258.0,17.7958,0.0043,2.239,74.8204,9.3302,0.3226,208.155
4258.5,17.7958,0.0173,2.219,75.1052,10.2191,0.3106,207.8608
4259.0,17.8458,0.0173,2.201,75.7803,11.108,0.3108,207.4106
4259.5,17.8458,0.0064,2.218,76.477,11.883,0.3149,206.8899
4260.0,17.8957,-0.0044,2.235,77.2116,12.155,0.3383,206.4845
4260.5,17.9956,-0.0044,2.23,78.0465,12.0747,0.3548,206.7366
4261.0,18.0456,0.0151,2.222,78.8101,12.3847,0.3605,207.3681
4261.5,18.0456,0.0324,2.228,79.8258,12.0595,0.3505,207.6412
4262.0,17.9956,0.0433,2.215,81.0781,11.6161,0.3522,207.6896
4262.5,17.9956,0.0173,2.209,81.736,11.6958,0.3473,207.6389
4263.0,17.9956,0.0173,2.19,81.9943,10.8932,0.3294,207.3022
4263.5,18.0456,-0.0001,2.174,82.2481,9.5926,0.3202,207.1924
4264.0,18.1455,-0.0326,2.176,82.2271,9.0105,0.3058,207.1924
4264.5,18.1955,0.0129,2.192,81.377,8.8764,0.2874,207.1924
4265.0,18.0956,0.0628,2.217,79.5739,9.0772,0.2695,207.2229
4265.5,18.0956,0.0736,2.25,77.2971,9.4928,0.2718,207.3875
4266.0,18.1955,0.0606,2.268,76.2726,9.1586,0.2738,207.6921
4266.5,18.1955,0.0281,2.247,76.6752,8.683,0.2764,208.0295
4267.0,18.1455,-0.0066,2.242,77.2194,8.2879,0.2685,208.0739
4267.5,18.1955,-0.0282,2.252,78.0976,7.9765,0.2657,207.8696
4268.0,18.2455,-0.0217,2.262,78.8848,8.1073,0.2608,207.4778
4268.5,18.1455,-0.0304,2.249,79.0801,8.4036,0.2593,207.4328
4269.0,17.9956,-0.0456,2.269,78.8035,8.7144,0.264,207.7496
4269.5,17.9956,-0.0326,2.26,78.5581,8.9714,0.2756,208.1721
4270.0,17.9956,-0.0282,2.265,78.04,8.5096,0.277,208.4594
4270.5,17.9956,-0.0066,2.263,77.8154,9.0157,0.2897,208.5205
4271.0,17.9956,-0.0001,2.282,78.0789,10.3113,0.3051,208.5247
4271.5,17.9956,0.0173,2.281,78.8114,11.5526,0.2978,208.5784
4272.0,17.9956,0.0151,2.261,79.361,11.6108,0.2925,208.739
4272.5,17.9457,-0.0001,2.24,79.6548,11.3051,0.3035,208.7235
4273.0,17.8458,-0.0087,2.245,80.3164,10.8753,0.3086,208.5243
4273.5,17.8458,-0.0109,2.243,80.4349,10.1487,0.3212,208.1142
4274.0,17.8458,-0.0347,2.233,80.5135,10.1993,0.3139,207.0727
4274.5,17.8458,-0.0044,2.21,80.9961,10.8712,0.3222,206.9267
4275.0,17.7458,0.0194,2.21,81.5439,11.2605,0.3326,206.9267
4275.5,17.7958,0.0238,2.201,82.3091,11.4714,0.3338,206.9367
4276.0,17.9956,0.0021,2.187,82.6642,10.1102,0.3475,207.0907
4276.5,18.0456,-0.0109,2.175,81.4419,9.2142,0.3603,207.4619
4277.0,18.0456,-0.0109,2.166,80.2129,8.1221,0.3463,207.6312
4277.5,18.0456,-0.0066,2.18,79.4453,6.8549,0.3365,207.8746
4278.0,18.0456,0.0043,2.202,79.6357,6.3719,0.3456,207.4319
4278.5,18.0956,0.0021,2.223,80.5057,6.6751,0.3577,207.0627
4279.0,18.0956,-0.0109,2.218,81.4882,8.0578,0.3683,207.5375
4279.5,18.0956,-0.0109,2.213,81.442,8.2566,0.3723,208.1193
4280.0,18.0456,-0.0001,2.2,80.7623,7.377,0.3829,208.3766
4280.5,18.0956,-0.0087,2.195,79.6733,6.9741,0.3972,208.5205
4281.0,17.9956,-0.0001,2.189,78.239,7.4471,0.3992,208.5009
4281.5,17.6959,0.0173,2.214,76.2789,8.1324,0.3927,208.4062
4282.0,17.6459,0.0454,2.216,74.3192,8.4438,0.3972,208.3978
4282.5,17.5959,0.0411,2.218,73.2586,8.363,0.4018,208.5187
4283.0,17.5959,0.0498,2.215,73.5558,8.2643,0.423,208.4577
4283.5,17.496,0.0606,2.211,74.4216,8.4439,0.425,208.1732
4284.0,17.546,0.0346,2.223,75.4486,7.8128,0.4214,207.8359
4284.5,17.5959,0.0324,2.238,76.456,7.3042,0.402,207.8102
4285.0,17.6959,0.0216,2.243,77.1449,7.5351,0.4092,208.107
4285.5,17.7458,0.0021,2.242,77.267,7.4719,0.4305,208.4184
4286.0,17.7458,0.0043,2.24,77.3926,7.4623,0.4552,208.5152
4286.5,17.6959,0.0216,2.218,77.6015,7.0203,0.4735,208.5205
4287.0,17.6959,0.0021,2.211,77.7925,6.8772,0.4625,208.4617
4287.5,17.6459,0.0129,2.199,77.7847,6.6915,0.4621,208.332
4288.0,17.6459,0.0086,2.197,77.3665,6.8387,0.4525,208.327
4288.5,17.6459,0.0259,2.201,76.7357,7.2072,0.4485,208.4502
4289.0,17.6459,0.0541,2.177,76.0464,8.1107,0.4373,208.4407
4289.5,17.546,0.0736,2.165,75.2226,8.6783,0.4244,208.2408
4290.0,17.496,0.0368,2.178,74.4962,8.9223,0.4204,208.0555
4290.5,17.546,0.0303,2.198,74.1767,8.2944,0.4181,207.8228
4291.0,17.5959,0.0541,2.217,74.1148,7.9134,0.4045,207.8373
4291.5,17.5959,0.0779,2.23,74.3633,8.0225,0.3968,208.1091
4292.0,17.5959,0.0563,2.233,75.2321,8.22,0.4002,208.339
4292.5,17.5959,0.0714,2.218,76.8554,8.0195,0.4051,208.4742
4293.0,17.5959,0.0454,2.2,78.2348,7.8809,0.3955,208.5164
4293.5,17.5959,0.0346,2.182,78.9248,7.2351,0.4029,208.5205
4294.0,17.5959,0.0216,2.168,79.0578,7.5288,0.3939,208.4058
4294.5,17.6459,0.0324,2.18,78.9633,8.7348,0.3919,208.2905
4295.0,17.6459,0.0389,2.203,78.6774,9.6618,0.3959,208.2575
4295.5,17.6959,0.0259,2.205,77.8343,9.8503,0.3898,208.3822
4296.0,17.6959,0.0194,2.219,76.9176,9.5523,0.3986,208.3611
4296.5,17.6959,0.0259,2.23,76.34,9.0098,0.4297,208.007
4297.0,17.6959,0.0194,2.24,75.5262,8.4902,0.4167,207.3499
4297.5,17.7458,0.0238,2.252,74.8478,8.2132,0.4024,207.5656
4298.0,17.7458,0.0281,2.26,74.2052,7.6579,0.3984,208.0689
4298.5,17.7458,0.0389,2.265,72.972,7.3207,0.4004,207.9347
4299.0,17.7458,0.0433,2.279,71.687,6.9129,0.4045,207.9076
4299.5,17.7458,0.0346,2.301,71.0308,6.6965,0.3756,207.9758
4300.0,17.7458,0.0649,2.269,70.9983,6.8722,0.3532,207.9892
4300.5,17.7458,0.0368,2.253,71.6495,6.9648,0.3469,207.9965
4301.0,17.6959,0.0324,2.24,72.5599,6.8977,0.3231,208.1452
4301.5,17.7458,-0.0001,2.241,73.2255,6.2011,0.3113,208.2393
4302.0,17.7458,-0.0001,2.243,73.841,5.2791,0.3149,208.3981
4302.5,17.7458,0.0086,2.254,74.5543,5.2347,0.3143,208.6362
4303.0,17.7458,0.0216,2.26,75.042,5.694,0.3151,208.8905
4303.5,17.7458,0.0238,2.278,75.4765,5.5529,0.3141,209.0206
4304.0,17.7458,0.0151,2.3,76.1344,5.3729,0.3086,208.9303
4304.5,17.8458,-0.0001,2.303,76.7004,5.1868,0.3062,208.7093
4305.0,17.8458,0.0064,2.293,77.2275,5.3196,0.3139,208.7753
4305.5,17.8458,0.0086,2.249,77.6966,6.1991,0.3271,208.9679
4306.0,17.7958,0.0238,2.221,77.7477,7.2646,0.3343,209.0472
4306.5,17.7458,0.0281,2.201,77.4374,7.7795,0.3296,208.8779
4307.0,17.6959,0.0238,2.197,77.1598,7.9187,0.318,208.468
4307.5,17.6959,0.0086,2.212,77.0487,8.3056,0.31,208.2555
4308.0,17.6959,-0.0001,2.232,77.1764,8.7275,0.3155,208.3981
4308.5,17.6459,0.0173,2.239,77.487,8.6868,0.306,208.5191
4309.0,17.6959,-0.0001,2.239,77.5968,8.6677,0.2897,208.412
4309.5,17.7958,-0.0001,2.234,77.3946,9.0293,0.2921,208.1911
4310.0,17.8458,0.0043,2.256,77.0357,10.1168,0.2978,208.1719
4310.5,18.0456,0.0151,2.261,76.5817,11.3244,0.2962,208.2158
4311.0,18.0956,0.0151,2.26,76.1424,12.0032,0.2905,208.0805
4311.5,18.1955,-0.0022,2.26,75.9266,12.29,0.2752,207.9877
4312.0,18.2455,-0.0044,2.265,75.6298,12.3887,0.2689,207.9621
4312.5,17.9956,0.0173,2.28,74.9253,12.4875,0.2577,207.7902
4313.0,17.7958,-0.0001,2.291,74.1634,12.0905,0.2542,207.4316
4313.5,17.7958,-0.0196,2.298,73.6283,11.1528,0.2561,207.4066
4314.0,17.7458,-0.0131,2.313,73.4524,10.117,0.2437,208.0368
4314.5,17.7958,-0.0087,2.311,73.7504,9.457,0.2316,208.5917
4315.0,17.9956,-0.0109,2.312,74.1286,9.7259,0.2292,208.6374
4315.5,17.9956,-0.0131,2.307,74.228,10.562,0.2414,208.5424
4316.0,17.8957,-0.0261,2.307,74.0626,11.1346,0.2488,208.5205
4316.5,17.8957,-0.0109,2.307,73.9587,11.021,0.2445,208.5042
4317.0,17.8957,0.0064,2.313,74.1098,10.3523,0.2402,208.4259
4317.5,17.8458,0.0086,2.306,74.3778,9.7213,0.2382,208.4014
4318.0,17.8957,0.0021,2.3,74.7706,9.763,0.2384,208.4597
4318.5,17.8957,0.0021,2.302,75.2542,10.506,0.2461,208.4244
4319.0,17.8957,0.0194,2.295,75.6588,11.5924,0.2449,208.2956
4319.5,17.8458,0.0173,2.273,75.9269,12.4385,0.2449,208.1814
4320.0,17.7958,0.0129,2.264,76.0022,12.6177,0.2479,208.148
4320.5,17.6959,0.0281,2.241,75.7897,12.2828,0.2583,208.2639
4321.0,17.6459,0.0173,2.232,75.5096,11.6606,0.2683,208.4368
4321.5,17.546,0.0303,2.226,75.5586,10.8215,0.2652,208.4231
4322.0,17.6459,0.0108,2.247,76.002,10.5564,0.2488,208.1275
4322.5,17.7958,0.0173,2.273,76.807,10.4961,0.253,207.6045
4323.0,17.8458,0.0411,2.281,78.0661,9.4555,0.2683,207.1503
4323.5,17.8957,0.0303,2.25,79.4227,8.1868,0.2852,207.0018
4324.0,17.8957,0.0151,2.219,80.5068,8.0276,0.3084,206.897
4324.5,17.9457,0.0151,2.203,81.0648,8.3251,0.3261,206.7418
4325.0,17.9457,0.0086,2.196,81.2382,8.1943,0.3326,206.6098
4325.5,17.9956,0.0173,2.206,81.0371,8.2469,0.3316,206.4664
4326.0,17.9956,0.0151,2.189,80.7457,8.7784,0.3296,206.8584
4326.5,17.9457,0.0216,2.185,80.2679,8.9947,0.3326,207.668
4327.0,17.8957,0.0151,2.176,79.418,8.7681,0.3334,208.3207
4327.5,17.8458,0.0129,2.174,78.0541,8.7268,0.3245,208.501
4328.0,17.7458,0.0129,2.177,76.4396,9.1262,0.3165,208.5205
4328.5,17.6959,-0.0001,2.204,78.6561,8.9468,0.2974,208.5472
4329.0,17.6959,-0.0152,2.228,82.5841,8.5779,0.2748,208.6536
4329.5,17.6959,-0.0022,2.25,81.5863,8.4086,0.2742,208.7619
4330.0,17.6959,-0.0087,2.25,79.001,8.5815,0.2742,208.7861
4330.5,17.6959,-0.0087,2.253,77.641,8.6563,0.299,208.8127
4331.0,17.6959,-0.0022,2.252,77.9707,8.5867,0.3231,208.9227
4331.5,17.7458,-0.0152,2.235,78.4948,8.133,0.3253,209.0286
4332.0,17.6959,-0.0044,2.221,78.8156,7.1454,0.3334,209.0517
4332.5,17.6959,0.0238,2.208,79.2624,6.3468,0.3434,209.0258
4333.0,17.6959,0.0194,2.192,79.7227,6.2683,0.3538,208.8089
4333.5,17.6959,0.0281,2.19,80.3207,6.2488,0.366,208.1921
4334.0,17.6959,0.0368,2.179,81.1112,6.15,0.3784,207.5003
4334.5,17.6959,0.0238,2.163,81.3473,6.1597,0.3729,207.0421
4335.0,17.6959,0.0281,2.148,80.7663,6.5495,0.3794,206.7073
4335.5,17.6959,0.0238,2.141,79.9988,6.4507,0.398,206.823
4336.0,17.446,0.0368,2.145,78.9847,6.4631,0.4063,207.4731
4336.5,17.446,0.0368,2.167,78.1865,6.9648,0.3931,207.9103
4337.0,17.446,0.0151,2.206,78.0026,6.9072,0.3951,207.9445
4337.5,17.546,-0.0087,2.238,78.1793,6.6353,0.3902,207.6672
4338.0,17.6459,-0.0239,2.231,78.5659,7.2327,0.3839,207.3436
4338.5,17.6959,-0.0369,2.237,78.9256,8.4678,0.3913,207.2104
4339.0,17.5959,-0.0109,2.227,79.2157,9.1499,0.4057,207.2721
4339.5,17.546,-0.0152,2.206,79.688,8.304,0.4373,207.8321
4340.0,17.546,-0.0152,2.168,80.7196,7.9304,0.4464,208.3814
4340.5,17.496,-0.0022,2.128,81.5385,8.6125,0.459,208.8375
4341.0,17.3461,0.0324,2.111,81.4621,9.0939,0.4464,209.1793
4341.5,17.2462,0.0498,2.105,81.1484,8.4025,0.424,209.286
4342.0,17.546,0.0129,2.102,81.0956,7.7324,0.432,209.1555
4342.5,17.5959,0.0173,2.112,80.6942,7.3119,0.423,209.066
4343.0,17.5959,0.0281,2.128,79.7263,6.55,0.4175,209.0651
4343.5,17.5959,0.0411,2.147,78.511,6.239,0.4204,209.2179
4344.0,17.5959,0.0476,2.172,77.5711,5.6963,0.4167,209.3047
4344.5,17.6459,0.0368,2.195,77.0371,6.3061,0.3888,209.2966
4345.0,17.6459,0.0281,2.206,77.0029,7.3736,0.3829,208.9666
4345.5,17.6459,0.0238,2.219,77.1854,7.7667,0.3953,208.6357
4346.0,17.6459,0.0259,2.217,77.5528,8.0679,0.4167,208.5308
4346.5,17.6959,0.0151,2.19,78.0955,8.7573,0.41,208.5205
4347.0,17.7458,0.0173,2.153,78.7586,9.0536,0.4208,208.5205
4347.5,17.7458,0.0173,2.121,79.4481,8.266,0.4228,208.517
4348.0,17.7458,0.0346,2.066,79.6449,7.5737,0.4167,208.3401
4348.5,17.5959,0.0368,2.056,79.6159,8.0471,0.3994,208.2575
4349.0,17.2961,0.0368,2.066,79.3596,8.541,0.3835,207.3378
4349.5,17.2961,0.0303,2.119,78.4269,8.748,0.3813,206.5891
4350.0,17.2961,0.0584,2.148,77.4156,8.566,0.3595,206.9619
4350.5,17.2961,0.0649,2.181,77.0506,8.4627,0.3465,207.3611
4351.0,17.3461,0.0433,2.21,76.9672,9.1111,0.3279,207.4523
4351.5,17.3461,0.0259,2.231,76.5279,10.3585,0.2974,208.0199
4352.0,17.3961,0.0129,2.25,76.0425,10.6311,0.2826,208.2401
4352.5,17.496,-0.0131,2.242,75.2683,10.2814,0.2734,208.8211
4353.0,17.5959,-0.0174,2.256,76.3699,9.9768,0.2799,209.2284
4353.5,17.5959,-0.0066,2.263,77.1173,9.1421,0.2779,209.5004
4354.0,17.6459,-0.0022,2.271,76.9531,8.2532,0.2722,209.3872
4354.5,17.6959,-0.0022,2.255,76.4363,7.9822,0.2711,209.1348
4355.0,17.6959,-0.0174,2.262,76.3347,7.9598,0.2665,209.0646
4355.5,17.6959,-0.0196,2.27,76.4473,7.5258,0.2569,209.2281
4356.0,17.6959,-0.0066,2.277,77.022,6.9458,0.2616,209.1026
4356.5,17.6459,0.0064,2.278,77.4801,6.0972,0.2711,208.7016
4357.0,17.6459,0.0064,2.282,77.7163,5.8852,0.2852,208.7182
4357.5,17.6959,0.0151,2.263,78.4144,6.2059,0.2998,208.7966
4358.0,17.7458,0.0541,2.248,79.3075,6.7672,0.3098,208.9313
4358.5,17.7458,0.0606,2.218,80.1104,7.3598,0.3251,208.6149
4359.0,17.7958,0.0129,2.214,80.3533,7.544,0.3393,208.0108
4359.5,17.7958,0.0043,2.212,80.2099,7.1571,0.3528,207.955
4360.0,17.7458,0.0411,2.224,80.1046,6.6632,0.3674,208.1104
4360.5,17.6959,0.0584,2.199,80.5484,6.6463,0.3634,207.8272
4361.0,17.6959,0.0454,2.178,80.7784,6.6663,0.3691,207.3496
4361.5,17.6959,0.0303,2.164,80.6792,6.8224,0.3733,207.0919
4362.0,17.6959,0.0086,2.149,81.4847,6.5562,0.3687,207.2979
4362.5,17.5959,0.0216,2.132,82.9944,5.7783,0.3666,207.4725
4363.0,17.496,0.0368,2.104,84.6778,5.7993,0.3752,207.8161
4363.5,17.3961,0.0389,2.097,85.5741,6.4711,0.3839,208.651
4364.0,17.3961,0.0433,2.093,85.5114,7.0381,0.3733,209.1796
4364.5,17.3961,0.0389,2.103,84.9728,7.7528,0.3644,209.267
4365.0,17.3961,0.0628,2.118,84.1989,8.2514,0.3575,209.0571
4365.5,17.3961,0.1104,2.109,83.1336,8.5743,0.3617,208.7911
4366.0,17.3961,0.0866,2.115,82.1295,8.942,0.3634,208.8557
4366.5,17.446,0.0736,2.126,81.2596,8.9129,0.344,208.8948
4367.0,17.496,0.0584,2.153,80.4982,8.6454,0.3332,208.9747
4367.5,17.496,0.0584,2.165,79.9482,8.8337,0.3226,208.9472
4368.0,17.496,0.0324,2.172,79.406,9.5712,0.3182,208.7014
4368.5,17.5959,0.0281,2.19,78.8909,9.7147,0.3243,208.5472
4369.0,17.7458,0.0064,2.214,78.2591,9.115,0.332,208.3752
4369.5,17.8957,-0.0109,2.214,77.5886,8.8553,0.3404,207.9987
4370.0,17.9956,-0.0066,2.212,77.1358,8.3307,0.3573,207.6664
4370.5,17.9457,0.0064,2.203,76.7255,8.0593,0.3813,207.276
4371.0,17.7958,0.0216,2.182,76.1473,8.2516,0.3807,206.8759
4371.5,17.7958,0.0151,2.18,75.27,8.2944,0.3607,206.7428
4372.0,17.7958,0.0194,2.168,74.6514,7.9451,0.3393,206.8859
4372.5,17.7458,0.0194,2.174,74.3063,7.5132,0.3397,207.2951
4373.0,17.6959,0.0259,2.184,74.2446,7.6075,0.3463,207.9718
4373.5,17.6959,0.0151,2.22,74.7199,7.6399,0.3444,208.5893
4374.0,17.7958,-0.0174,2.259,75.4983,7.2036,0.3499,208.9801
4374.5,17.8458,-0.0109,2.265,76.3694,7.0238,0.3672,209.1528
4375.0,17.8458,-0.0131,2.239,77.3534,7.0643,0.3792,209.1295
4375.5,17.7958,-0.0304,2.221,78.2993,7.2368,0.4012,209.0682
4376.0,17.6959,-0.0261,2.192,79.1755,7.5332,0.4114,209.1071
4376.5,17.6959,-0.0087,2.165,79.9579,7.8294,0.4132,209.2232
4377.0,17.5959,-0.0066,2.142,80.4837,7.7939,0.4171,209.3006
4377.5,17.446,-0.0044,2.142,80.8577,7.7705,0.422,209.3174
4378.0,17.3461,0.0151,2.143,81.1265,7.6449,0.436,209.3174
4378.5,17.2961,0.0086,2.154,81.2235,7.303,0.4515,209.2612
4379.0,17.2961,0.0064,2.158,81.1965,7.1114,0.4574,209.1457
4379.5,17.446,-0.0044,2.153,81.1385,7.1676,0.4747,209.0686
4380.0,17.5959,-0.0001,2.126,80.9372,7.3651,0.4855,209.0517
4380.5,17.5959,0.0238,2.091,80.4555,7.3619,0.4564,208.9395
4381.0,17.446,0.0454,2.068,79.8776,7.3622,0.4224,208.6517
4381.5,17.3461,0.0238,2.083,79.1732,7.3649,0.42,208.3258
4382.0,17.3961,0.0324,2.089,78.1012,7.2633,0.4124,208.155
4382.5,17.546,0.0238,2.095,76.802,7.4523,0.3972,208.2337
4383.0,17.5959,0.0346,2.103,75.7292,7.6613,0.3709,208.4111
4383.5,17.5959,0.0281,2.115,75.2894,7.4324,0.367,208.5595
4384.0,17.5959,0.0238,2.142,75.6752,7.0737,0.3432,208.6934
4384.5,17.6459,0.0454,2.144,76.7298,7.0978,0.3336,208.7704
4385.0,17.6959,0.0454,2.129,77.834,7.5685,0.3432,208.7318
4385.5,17.6959,0.0389,2.132,78.4241,8.1741,0.3556,208.5048
4386.0,17.6959,0.0498,2.141,78.4004,8.4573,0.3522,208.1883
4386.5,17.6959,0.0433,2.157,77.9839,8.6229,0.333,208.2844
4387.0,17.6959,0.0433,2.224,77.3382,9.1806,0.3033,208.9115
4387.5,17.7958,0.0173,2.234,76.5481,9.5714,0.299,209.4218
4388.0,17.7958,-0.0109,2.215,76.071,9.4131,0.3302,209.5694
4388.5,17.7958,-0.0174,2.198,76.4645,9.2374,0.3499,209.583
4389.0,17.7958,-0.0109,2.198,77.6753,8.6769,0.3505,209.5322
4389.5,17.8458,-0.0152,2.196,79.0346,8.2073,0.3347,209.4082
4390.0,17.9956,-0.0001,2.186,79.9056,8.3848,0.3188,209.3291
4390.5,18.1455,0.0173,2.174,80.1704,8.436,0.3218,209.2682
4391.0,18.2455,0.0498,2.15,79.8576,8.8254,0.3141,209.1422
4391.5,17.9457,0.0823,2.139,79.3339,8.8866,0.3078,209.0618
4392.0,17.9956,0.0303,2.198,78.8564,8.5557,0.2941,209.0517
4392.5,18.0956,0.0779,2.248,78.5635,7.8001,0.2958,209.0517
4393.0,18.1955,0.0736,2.235,78.1693,7.2237,0.2848,209.0517
4393.5,18.1955,0.0303,2.245,77.1492,7.5929,0.2742,209.0969
4394.0,18.1955,-0.0001,2.26,75.9718,7.5701,0.2551,209.2275
4394.5,18.1455,-0.0261,2.271,75.0082,7.0661,0.2445,209.2679
4395.0,18.1455,-0.0217,2.283,74.6606,6.281,0.2544,209.0557
4395.5,18.1955,-0.0261,2.278,75.257,5.9847,0.2715,208.5356
4396.0,18.2455,-0.0217,2.257,76.4261,5.8258,0.3041,207.8233
4396.5,18.2954,-0.0282,2.235,77.8777,6.1571,0.3188,207.3863
4397.0,18.2954,-0.0152,2.205,78.7303,7.0045,0.3249,207.1855
4397.5,18.2954,-0.0152,2.184,78.7199,8.3137,0.3296,207.2788
4398.0,18.2954,-0.0022,2.171,78.2687,9.3037,0.3318,207.6168
4398.5,18.2954,0.0108,2.172,77.6322,8.9871,0.3147,208.2323
4399.0,18.2455,0.0129,2.18,77.1842,8.4573,0.3202,208.8684
4399.5,18.0956,0.0216,2.19,77.0953,8.4126,0.3367,209.0902
4400.0,17.9956,0.0498,2.208,77.3761,8.3231,0.3279,209.1835
4400.5,17.8957,0.0411,2.208,77.6944,8.703,0.3131,209.1478
4401.0,17.8957,0.0238,2.212,77.6964,9.213,0.2992,209.0928
4401.5,17.8957,0.0151,2.218,77.5337,8.9766,0.2887,209.2227
4402.0,17.8957,0.0021,2.214,77.4715,8.5068,0.2954,209.3174
4402.5,17.8957,-0.0087,2.213,77.7738,7.7346,0.2978,209.3174
4403.0,17.9457,-0.0044,2.205,78.6249,7.1294,0.298,209.3206
4403.5,18.0956,-0.0001,2.19,79.6738,6.9648,0.3084,209.3565
4404.0,18.1455,0.0194,2.195,80.6622,7.0279,0.3434,209.4372
4404.5,18.1955,0.0411,2.196,81.394,7.4229,0.363,209.3176
4405.0,18.0956,0.0519,2.193,81.6759,7.7751,0.3654,208.8429
4405.5,18.0956,0.0108,2.183,81.7713,7.8196,0.3758,208.1966
4406.0,18.0956,-0.0217,2.177,81.5639,7.6131,0.3617,207.6886
4406.5,18.0956,-0.0196,2.17,80.8382,8.0324,0.3687,207.5422
4407.0,18.0956,-0.0152,2.17,80.0399,8.5,0.3817,207.438
4407.5,18.0456,0.0151,2.199,79.9854,7.953,0.3888,207.4528
4408.0,18.0956,0.0108,2.199,80.7583,7.0247,0.3772,207.8425
4408.5,18.0456,0.0086,2.191,81.8049,6.6755,0.3851,208.2055
4409.0,17.9956,0.0086,2.173,82.6301,6.7996,0.3915,208.4712
4409.5,17.8957,0.0108,2.178,82.9898,7.1946,0.3845,208.7339
4410.0,17.7958,0.0151,2.176,83.1163,7.5827,0.3925,208.9546
4410.5,17.6959,-0.0066,2.188,82.8658,7.8665,0.4081,209.0517
4411.0,17.6959,-0.0044,2.177,82.1821,7.9818,0.4075,209.0542
4411.5,17.6959,0.0021,2.194,80.9429,8.3816,0.4029,209.0972
4412.0,17.6959,0.0086,2.191,79.4742,8.8795,0.3898,209.2189
4412.5,17.6959,-0.0044,2.203,78.2332,9.4589,0.3577,209.2737
4413.0,17.6959,0.0043,2.228,77.5961,9.6358,0.3402,209.1946
4413.5,17.6959,0.0064,2.237,77.8613,9.0469,0.3347,209.2676
4414.0,17.7458,0.0173,2.244,78.4447,8.6574,0.3365,209.4859
4414.5,17.8458,0.0194,2.241,78.7864,8.7573,0.3338,209.4889
4415.0,17.8957,0.0021,2.23,78.6149,9.1523,0.3318,209.0583
4415.5,17.8458,0.0151,2.227,78.045,8.957,0.3414,208.3632
4416.0,17.7958,0.0021,2.23,77.2785,8.8571,0.3363,207.8992
4416.5,17.7958,-0.0109,2.236,76.7437,9.0492,0.3424,207.6438
4417.0,17.7958,-0.0152,2.227,76.776,9.7277,0.3593,207.504
4417.5,17.7958,-0.0239,2.221,77.4169,10.3236,0.354,207.7684
4418.0,17.7958,-0.0109,2.227,78.2868,10.632,0.3442,208.3347
4418.5,17.7958,-0.0022,2.226,78.9503,10.2702,0.3353,208.908
4419.0,17.7958,0.0043,2.22,79.0607,10.5281,0.3434,209.2204
4419.5,17.7958,0.0086,2.206,78.7684,10.084,0.3548,209.1732
4420.0,17.8458,0.0064,2.184,78.834,9.5902,0.3499,208.839
4420.5,17.9457,0.0324,2.17,79.4477,9.0963,0.353,208.7569
4421.0,17.8458,0.0324,2.172,80.2097,9.0543,0.3573,208.9096
4421.5,17.7958,0.0216,2.171,81.0449,8.7854,0.356,208.8221
4422.0,17.8458,0.0043,2.167,81.5995,8.7558,0.3575,208.8061
4422.5,17.7958,0.0151,2.158,81.1945,8.8439,0.3605,209.1886
4423.0,17.6459,0.0194,2.15,80.0339,8.6804,0.3683,209.3779
4423.5,17.496,0.0281,2.156,78.6423,8.5696,0.3701,209.3725
4424.0,17.446,0.0498,2.161,77.2045,7.8692,0.3607,209.4482
4424.5,17.3461,0.1061,2.182,75.5903,7.9312,0.3495,209.3959
4425.0,17.2961,0.1018,2.212,74.1103,8.2978,0.3243,209.3256
4425.5,17.2961,0.0411,2.24,73.2308,8.4415,0.2994,209.1741
