DEPTH,CALI,DENC,DENS,DTC,GR,NEUT,SP
6837.5,14.6058,0.003,2.0458,65.9261,12.5328,-0.0301,8.2276
6838.0,14.2537,0.001,2.0477,65.1788,12.2376,-0.0299,8.2276
6838.5,14.2537,-0.003,2.038,65.4279,11.9424,-0.0299,7.6975
6839.0,14.2537,-0.004,2.0419,65.7269,12.0408,-0.0299,8.2276
6839.5,14.2537,-0.004,2.0419,65.3283,11.1553,-0.0295,8.2276
6840.0,14.4297,-0.009,2.0419,65.9261,10.9585,-0.0287,8.4927
6840.5,14.0776,-0.004,2.0429,65.7767,11.0569,-0.0285,8.2276
6841.0,14.019,0.005,2.039,65.8265,10.6634,-0.0287,8.2276
6841.5,13.9603,0.001,2.0419,65.5774,10.2698,-0.0287,8.2276
6842.0,13.9016,-0.004,2.0361,65.0294,11.1553,-0.0291,8.2276
6842.5,13.9016,-0.009,2.0341,64.9796,12.7296,-0.0295,8.4927
6843.0,13.9603,-0.006,2.0341,66.0258,13.6151,-0.0289,8.4927
6843.5,14.2537,-0.002,2.038,65.7269,14.2054,-0.0285,8.7578
6844.0,14.0776,-0.001,2.0351,65.2287,14.107,-0.0277,8.7578
6844.5,13.9603,0.007,2.0458,65.6272,12.9263,-0.0275,8.7578
6845.0,13.9016,0.01,2.0555,65.129,11.4505,-0.0283,8.7578
6845.5,13.6669,0.002,2.0614,65.976,10.8602,-0.0287,8.7578
6846.0,13.6082,0.003,2.0468,66.3247,10.565,-0.0285,8.7578
6846.5,13.6082,0.002,2.0468,66.1752,10.7618,-0.0291,8.7578
6847.0,13.6082,0.001,2.0341,66.0258,10.6634,-0.0291,8.7578
6847.5,13.5495,0.003,2.0341,66.3247,10.9585,-0.0289,9.288
6848.0,13.5495,0.004,2.0468,65.976,11.6473,-0.0289,9.5531
6848.5,13.5495,-0.003,2.0458,66.1254,12.1392,-0.0291,9.5531
6849.0,13.6082,-0.003,2.04,66.0258,12.336,-0.0289,9.288
6849.5,13.4908,-0.002,2.0361,66.3247,12.336,-0.0291,9.288
6850.0,13.5495,0.002,2.0468,66.2251,12.1392,-0.0293,9.288
6850.5,13.5495,-0.004,2.0361,66.1254,12.2376,-0.0291,9.288
6851.0,13.5495,-0.003,2.038,65.4279,11.4505,-0.0289,9.288
6851.5,13.5495,-0.007,2.039,65.0294,11.1553,-0.0285,9.288
6852.0,13.6082,-0.001,2.0458,64.5312,11.7457,-0.0279,9.288
6852.5,13.6669,0.006,2.04,64.4814,12.5328,-0.0271,9.288
6853.0,13.7842,0.013,2.0419,66.1254,13.2215,-0.0263,9.288
6853.5,13.8429,0.014,2.0633,66.7731,14.107,-0.0261,9.288
6854.0,13.7842,0.005,2.0545,67.7197,14.599,-0.0259,9.288
6854.5,13.9016,0.005,2.0468,68.1681,15.1893,-0.0263,9.5531
6855.0,14.019,0.0,2.0419,67.5702,15.878,-0.0277,9.5531
6855.5,13.8429,-0.005,2.0264,66.9225,15.878,-0.0285,9.5531
6856.0,14.019,0.005,2.0234,67.1717,15.1893,-0.0287,9.5531
6856.5,14.0776,0.014,2.0429,65.976,15.3861,-0.0279,9.8181
6857.0,14.1363,0.012,2.0545,67.3211,15.7796,-0.0265,9.8181
6857.5,13.9016,0.008,2.0507,67.5204,15.9764,-0.0251,9.8181
6858.0,13.9016,0.013,2.0662,67.3211,16.4684,-0.0247,9.8181
6858.5,14.019,0.013,2.0652,67.3211,15.6813,-0.0255,9.8181
6859.0,14.2537,-0.001,2.0497,68.9652,14.107,-0.0259,9.8181
6859.5,14.4297,-0.002,2.0429,68.6164,13.6151,-0.0265,9.8181
6860.0,14.3124,0.002,2.0565,69.6128,12.5328,-0.0285,9.8181
6860.5,14.0776,-0.001,2.0497,68.2179,11.5489,-0.0299,9.8181
6861.0,14.0776,-0.004,2.0468,66.1752,11.7457,-0.0303,9.8181
6861.5,14.0776,-0.002,2.0273,66.1752,12.336,-0.0301,10.6133
6862.0,14.1363,0.006,2.039,66.5738,13.1231,-0.0305,10.6133
6862.5,14.0776,0.005,2.04,66.1254,12.5328,-0.0316,10.3483
6863.0,14.0776,0.004,2.0429,65.5276,12.1392,-0.032,10.3483
6863.5,14.0776,-0.004,2.0322,65.5774,11.9424,-0.0318,9.8181
6864.0,14.1363,-0.001,2.0322,65.6272,11.9424,-0.032,10.3483
6864.5,14.1363,0.001,2.038,65.7767,11.5489,-0.0318,10.3483
6865.0,14.1363,-0.001,2.0419,65.6272,11.6473,-0.0318,10.3483
6865.5,14.1363,0.003,2.0438,65.5276,12.0408,-0.0318,10.3483
6866.0,14.1363,-0.001,2.039,65.3781,12.0408,-0.0312,10.3483
6866.5,14.1363,0.0,2.038,65.9261,11.6473,-0.0305,10.3483
6867.0,14.1363,0.001,2.0312,65.4279,11.5489,-0.0305,10.3483
6867.5,14.1363,-0.005,2.0273,64.9297,12.2376,-0.0305,10.6133
6868.0,14.195,-0.007,2.0312,64.4814,12.9263,-0.0305,10.6133
6868.5,14.2537,0.006,2.0468,65.9261,12.4344,-0.0301,10.6133
6869.0,14.2537,0.015,2.0614,66.7731,11.9424,-0.0297,10.6133
6869.5,14.2537,0.018,2.0652,67.5204,12.2376,-0.0297,10.6133
6870.0,14.2537,0.004,2.0672,67.7695,12.9263,-0.0289,10.6133
6870.5,13.9603,-0.009,2.0516,67.7197,14.5006,-0.0285,10.6133
6871.0,13.9603,-0.013,2.0303,66.1752,15.0909,-0.0291,10.6133
6871.5,13.9603,-0.005,2.0312,65.5276,14.7957,-0.0287,10.6133
6872.0,13.9603,0.001,2.039,66.8229,14.0086,-0.0281,10.8784
6872.5,13.9603,0.001,2.039,66.6236,13.5167,-0.0281,10.8784
6873.0,14.019,0.003,2.04,66.524,13.5167,-0.0279,10.8784
6873.5,13.9603,0.003,2.0438,66.0258,14.4022,-0.0277,10.8784
6874.0,13.9016,-0.008,2.0283,66.3745,14.6974,-0.0277,10.8784
6874.5,13.8429,-0.005,2.0303,66.3247,14.4022,-0.0279,10.8784
6875.0,13.7255,-0.003,2.038,66.5738,13.9102,-0.0277,10.8784
6875.5,13.6669,-0.001,2.0351,66.7233,13.3199,-0.0277,10.8784
6876.0,13.6669,0.002,2.0351,66.4243,12.6312,-0.0277,10.8784
6876.5,13.6669,0.008,2.0303,66.2251,12.0408,-0.0275,10.8784
6877.0,13.6669,0.011,2.0341,65.9261,12.1392,-0.0271,10.8784
6877.5,13.9016,0.015,2.0429,66.1254,12.4344,-0.0265,11.1435
6878.0,14.019,0.032,2.0662,65.9261,12.5328,-0.0263,11.1435
6878.5,13.9603,0.018,2.0701,65.8265,12.1392,-0.0261,11.1435
6879.0,13.6669,0.012,2.0691,65.8265,11.8441,-0.0267,11.4086
6879.5,13.6669,0.007,2.0672,65.9261,11.1553,-0.0285,11.4086
6880.0,13.5495,0.005,2.0477,65.5774,10.565,-0.0287,11.4086
6880.5,13.4908,0.007,2.0458,65.8265,10.8602,-0.0285,11.4086
6881.0,13.6082,0.002,2.0458,66.1752,10.9585,-0.0285,10.8784
6881.5,13.6669,0.004,2.0312,65.7269,11.5489,-0.0285,10.8784
6882.0,13.4321,-0.002,2.0254,65.2287,12.6312,-0.0287,10.8784
6882.5,13.4321,-0.012,2.0157,65.5276,12.8279,-0.0293,11.9387
6883.0,13.4321,-0.005,2.0244,65.3781,11.9424,-0.0291,11.9387
6883.5,13.4321,-0.001,2.0225,65.976,11.0569,-0.0293,11.9387
6884.0,13.4908,-0.005,2.0234,65.976,11.5489,-0.0293,11.9387
6884.5,13.4908,-0.01,2.0196,66.7233,11.5489,-0.0291,11.9387
6885.0,13.5495,-0.005,2.0322,67.5702,12.0408,-0.0283,11.9387
6885.5,13.6082,-0.006,2.0303,67.3211,12.2376,-0.0279,11.9387
6886.0,13.6669,0.004,2.0361,67.8193,12.336,-0.0291,11.9387
6886.5,13.4908,0.0,2.0361,66.1254,12.9263,-0.0299,11.9387
6887.0,13.4908,-0.002,2.0273,65.5276,12.7296,-0.0301,11.9387
6887.5,13.4908,-0.002,2.0303,65.6272,12.1392,-0.0301,12.4689
6888.0,13.5495,-0.005,2.0303,66.1752,11.7457,-0.0301,12.4689
6888.5,13.5495,-0.002,2.0341,66.3247,13.2215,-0.0299,12.7339
6889.0,13.5495,0.0,2.038,66.1254,14.7957,-0.0299,12.7339
6889.5,13.6082,0.006,2.04,65.976,15.878,-0.0299,12.7339
6890.0,13.6669,0.007,2.0458,66.8727,15.7796,-0.0295,12.999
6890.5,13.6669,0.011,2.0458,68.1182,15.7796,-0.0291,12.999
6891.0,13.8429,0.009,2.0507,68.8157,16.8619,-0.0285,12.7339
6891.5,14.019,0.006,2.0477,68.7659,17.2555,-0.0287,12.999
6892.0,14.019,0.003,2.0419,67.5204,16.2716,-0.0293,12.7339
6892.5,14.019,-0.011,2.0361,66.9225,15.3861,-0.0295,12.7339
6893.0,14.0776,-0.012,2.0254,66.4243,15.5829,-0.0297,12.7339
6893.5,14.0776,0.006,2.0322,66.524,15.1893,-0.0295,12.7339
6894.0,14.0776,0.007,2.0419,66.4243,14.0086,-0.0291,12.7339
6894.5,14.1363,0.012,2.0507,67.2713,13.2215,-0.0285,12.999
6895.0,14.0776,0.008,2.0575,67.2215,13.8118,-0.0281,12.7339
6895.5,14.0776,0.01,2.0575,67.3211,14.6974,-0.0281,12.999
6896.0,13.9603,0.007,2.0555,67.3709,15.0909,-0.0289,12.999
6896.5,13.9603,-0.001,2.0429,66.3745,14.0086,-0.0301,12.999
6897.0,13.9603,0.0,2.0322,66.3247,12.9263,-0.0301,12.999
6897.5,14.019,0.002,2.0303,66.1254,12.0408,-0.0301,12.999
6898.0,14.019,-0.002,2.0312,66.1752,11.1553,-0.0299,12.999
6898.5,13.9603,-0.008,2.0303,66.3745,12.0408,-0.0295,12.999
6899.0,14.019,-0.007,2.0244,66.4243,13.5167,-0.0289,13.2641
6899.5,14.0776,0.001,2.0322,67.3211,14.2054,-0.0285,13.5292
6900.0,14.1363,0.003,2.0438,67.4208,14.0086,-0.0285,13.7943
6900.5,14.2537,-0.001,2.0458,66.8229,14.3038,-0.0281,14.5895
6901.0,14.3711,0.0,2.04,67.1717,14.8941,-0.0275,14.0593
6901.5,14.2537,0.003,2.038,68.3175,14.8941,-0.0269,14.8546
6902.0,14.3124,0.011,2.0477,68.9154,14.599,-0.0259,13.5292
6902.5,14.4884,0.009,2.0749,69.1146,14.599,-0.0265,13.5292
6903.0,14.6058,-0.001,2.0633,69.9118,15.0909,-0.0285,13.5292
6903.5,14.4884,-0.003,2.0429,67.2215,14.8941,-0.0293,13.7943
6904.0,14.4884,-0.003,2.0429,66.8229,14.2054,-0.0299,14.0593
6904.5,14.3711,0.003,2.0516,66.524,13.2215,-0.0299,14.0593
6905.0,14.3711,0.003,2.0477,68.0186,12.0408,-0.0305,14.0593
6905.5,14.3124,0.003,2.0497,67.7197,11.3521,-0.0303,14.0593
6906.0,14.3711,0.01,2.0633,67.7695,11.1553,-0.0301,14.0593
6906.5,14.3711,0.01,2.0652,67.5204,10.9585,-0.0295,14.0593
6907.0,14.3711,0.015,2.0691,67.7695,11.3521,-0.0293,14.0593
6907.5,14.3124,0.005,2.0614,68.4172,12.4344,-0.0293,14.0593
6908.0,14.4297,0.003,2.0536,68.4172,13.8118,-0.0291,14.0593
6908.5,14.4297,-0.004,2.0419,68.6164,15.3861,-0.0295,14.5895
6909.0,14.4297,0.002,2.0477,65.2287,15.3861,-0.0299,14.0593
6909.5,14.6058,-0.007,2.039,65.976,14.2054,-0.0301,14.8546
6910.0,14.6645,-0.006,2.0341,66.524,12.9263,-0.0295,15.1196
6910.5,14.7818,-0.002,2.038,66.7731,12.9263,-0.0289,14.8546
6911.0,14.3711,-0.006,2.0361,66.9225,13.3199,-0.0295,14.8546
6911.5,14.3711,-0.002,2.0429,65.8265,13.4183,-0.0307,14.8546
6912.0,14.3711,-0.001,2.0468,65.9261,12.9263,-0.0309,14.8546
6912.5,14.3711,-0.005,2.0438,66.3247,12.7296,-0.0312,14.8546
6913.0,14.2537,0.0,2.0536,65.976,13.1231,-0.0314,15.1196
6913.5,14.2537,-0.004,2.0477,66.1752,13.5167,-0.0314,15.1196
6914.0,14.2537,-0.004,2.0497,65.9261,13.3199,-0.0314,15.1196
6914.5,14.2537,0.001,2.0468,65.976,11.9424,-0.0312,15.3847
6915.0,14.2537,0.008,2.0438,66.1254,11.6473,-0.0312,15.9149
6915.5,14.2537,0.009,2.0477,66.3247,10.8602,-0.0307,16.7101
6916.0,14.2537,0.007,2.0497,65.9261,10.6634,-0.0305,15.1196
6916.5,14.2537,0.001,2.0477,65.8265,11.2537,-0.0303,15.1196
6917.0,14.2537,0.001,2.0419,65.9261,11.2537,-0.0299,15.1196
6917.5,14.195,0.003,2.0322,65.5276,11.1553,-0.0297,15.1196
6918.0,14.195,-0.001,2.0322,66.0756,11.5489,-0.0293,15.1196
6918.5,14.2537,-0.005,2.0283,65.9261,12.5328,-0.0285,15.1196
6919.0,14.3124,-0.001,2.0351,66.3247,13.7135,-0.0269,15.1196
6919.5,14.2537,0.005,2.038,66.1752,14.0086,-0.0253,15.1196
6920.0,14.3124,0.013,2.0468,66.7233,14.5006,-0.0235,15.6498
6920.5,14.195,0.007,2.0438,66.9225,15.0909,-0.0233,15.6498
6921.0,14.1363,0.009,2.0429,67.2215,15.6813,-0.0245,15.9149
6921.5,13.9603,-0.002,2.0409,67.1218,15.1893,-0.0265,15.9149
6922.0,13.9603,-0.001,2.0351,66.4243,14.599,-0.0279,16.1799
6922.5,14.019,-0.004,2.038,65.976,13.7135,-0.0283,16.445
6923.0,14.019,0.0,2.038,65.5774,12.8279,-0.0287,16.7101
6923.5,14.019,-0.003,2.0303,65.5774,12.336,-0.0291,16.445
6924.0,14.019,0.001,2.039,65.6272,12.1392,-0.0289,16.445
6924.5,14.019,0.003,2.0536,66.0258,11.9424,-0.0283,16.7101
6925.0,14.0776,0.003,2.0633,66.3745,11.3521,-0.0283,16.1799
6925.5,14.0776,0.003,2.0575,66.2251,11.1553,-0.0283,16.7101
6926.0,13.9603,-0.003,2.0516,66.524,11.3521,-0.0281,16.1799
6926.5,13.9603,-0.005,2.0438,67.1218,11.5489,-0.0273,16.1799
6927.0,13.9016,-0.004,2.0419,67.0222,12.2376,-0.0269,16.1799
6927.5,13.9603,0.004,2.0458,66.9724,13.5167,-0.0279,16.1799
6928.0,13.7255,0.009,2.0536,66.9724,13.9102,-0.0281,16.1799
6928.5,13.6669,-0.004,2.0468,66.7233,13.9102,-0.0289,16.1799
6929.0,13.7255,-0.013,2.0264,66.3745,13.9102,-0.0289,16.445
6929.5,13.8429,-0.011,2.0205,66.4243,13.9102,-0.0287,16.445
6930.0,13.8429,-0.007,2.0147,66.524,14.107,-0.0283,16.7101
6930.5,13.9016,0.001,2.0225,66.7233,14.4022,-0.0279,16.9752
6931.0,13.9603,0.012,2.0322,66.524,13.3199,-0.0275,16.9752
6931.5,13.9016,0.007,2.039,66.2251,12.7296,-0.0269,16.9752
6932.0,13.7255,0.015,2.0516,66.7233,12.2376,-0.0261,17.2402
6932.5,13.6669,0.012,2.0555,66.7233,12.1392,-0.0251,17.2402
6933.0,13.6669,0.014,2.0516,66.524,11.5489,-0.0253,17.2402
6933.5,13.6669,0.017,2.0507,66.4243,11.7457,-0.0269,17.2402
6934.0,13.6082,-0.004,2.039,66.3247,10.9585,-0.0287,17.5053
6934.5,13.6082,-0.009,2.0234,65.976,9.8763,-0.0293,17.7704
6935.0,13.6082,0.0,2.0312,66.3745,9.6795,-0.0295,17.5053
6935.5,13.6082,0.003,2.04,65.976,10.3682,-0.0297,17.2402
6936.0,13.6082,0.004,2.0341,66.4243,11.0569,-0.0299,17.2402
6936.5,13.6082,0.005,2.038,66.4243,11.0569,-0.0299,17.5053
6937.0,13.6082,0.004,2.0429,66.8229,11.3521,-0.0301,17.2402
6937.5,13.6082,0.004,2.038,66.3745,11.5489,-0.0297,17.5053
6938.0,13.6082,0.002,2.0351,66.0258,11.6473,-0.0297,17.7704
6938.5,13.6082,0.001,2.04,66.3247,11.7457,-0.0297,17.7704
6939.0,13.6082,0.003,2.0341,66.524,11.3521,-0.0297,17.7704
6939.5,13.6082,-0.002,2.0312,66.3247,10.9585,-0.0297,17.7704
6940.0,13.6082,-0.006,2.0312,66.7233,10.9585,-0.0299,17.7704
6940.5,13.6082,-0.012,2.0264,66.9225,11.1553,-0.0297,17.5053
6941.0,13.6082,-0.007,2.0322,66.5738,11.1553,-0.0297,17.7704
6941.5,13.6082,-0.007,2.0273,66.3745,11.4505,-0.0297,18.0355
6942.0,13.6082,0.002,2.0244,66.8229,11.9424,-0.0297,18.3006
6942.5,13.6669,0.003,2.0341,66.4243,12.336,-0.0295,18.8307
6943.0,13.6669,0.009,2.04,66.4243,12.336,-0.0297,18.8307
6943.5,13.6669,0.002,2.0419,66.8229,11.7457,-0.0299,18.3006
6944.0,13.6669,0.003,2.04,66.7731,12.0408,-0.0301,18.8307
6944.5,13.7255,-0.002,2.0341,66.4742,12.336,-0.0299,18.8307
6945.0,13.7842,-0.005,2.0351,66.4742,11.7457,-0.0295,18.8307
6945.5,13.8429,-0.004,2.0341,65.8265,11.6473,-0.0291,19.0958
6946.0,13.8429,0.007,2.0458,66.1254,11.9424,-0.0293,19.3609
6946.5,13.7842,-0.002,2.039,66.8727,12.4344,-0.0303,20.1561
6947.0,13.7842,-0.004,2.0322,66.7233,13.0247,-0.0307,19.891
6947.5,13.9016,-0.002,2.038,66.7233,13.3199,-0.0305,19.891
6948.0,14.0776,-0.004,2.0341,66.524,12.8279,-0.0301,19.0958
6948.5,14.1363,-0.002,2.0341,66.524,11.9424,-0.0299,18.8307
6949.0,14.2537,-0.002,2.0312,66.2251,12.336,-0.0293,19.0958
6949.5,14.4884,-0.006,2.0322,66.7233,12.5328,-0.0281,19.0958
6950.0,14.6058,0.003,2.038,66.9225,11.6473,-0.0271,19.0958
6950.5,14.6645,0.009,2.0477,66.9724,11.9424,-0.0265,18.8307
6951.0,14.6058,0.014,2.0623,67.1218,13.6151,-0.0275,19.0958
6951.5,14.4884,0.005,2.0536,67.2215,14.6974,-0.0285,19.0958
6952.0,14.4884,0.004,2.0545,67.5204,15.2877,-0.0297,19.0958
6952.5,14.4884,0.006,2.0477,67.5702,15.878,-0.0303,19.3609
6953.0,14.5471,0.014,2.0497,67.3709,15.0909,-0.0301,19.3609
6953.5,14.5471,0.009,2.0477,66.6236,13.5167,-0.0301,19.3609
6954.0,14.5471,0.005,2.04,67.0222,11.9424,-0.0299,19.3609
6954.5,14.4884,0.007,2.038,66.4243,11.7457,-0.0303,19.6259
6955.0,14.4884,-0.007,2.0283,66.9225,13.1231,-0.0316,19.891
6955.5,14.4884,0.001,2.0303,66.7731,13.0247,-0.0318,19.6259
6956.0,14.5471,0.006,2.0419,66.4243,12.8279,-0.0314,19.891
6956.5,14.6645,0.005,2.0468,66.8229,12.0408,-0.0312,19.3609
6957.0,14.5471,0.002,2.039,66.1752,10.9585,-0.0305,19.6259
6957.5,14.5471,0.002,2.0429,66.2251,10.1714,-0.0305,19.891
6958.0,14.5471,0.003,2.0419,66.4243,10.565,-0.0303,20.1561
6958.5,14.6058,0.007,2.0419,66.7233,11.5489,-0.0303,20.1561
6959.0,14.6645,-0.005,2.04,67.2215,11.5489,-0.0301,19.891
6959.5,14.4884,-0.009,2.0273,66.9225,11.2537,-0.0303,21.2164
6960.0,14.4297,-0.009,2.0322,66.8229,11.5489,-0.0307,20.1561
6960.5,14.4884,0.0,2.04,66.9724,11.2537,-0.0303,19.6259
6961.0,14.4884,-0.002,2.0361,66.9724,10.7618,-0.0305,19.3609
6961.5,14.4884,-0.001,2.0419,66.3745,10.073,-0.0305,19.3609
6962.0,14.3711,-0.005,2.038,66.7233,9.3843,-0.0303,19.3609
6962.5,14.3124,-0.009,2.0312,66.7731,9.3843,-0.0303,19.891
6963.0,14.2537,-0.01,2.0303,66.9225,10.3682,-0.0303,19.6259
6963.5,14.2537,-0.001,2.038,66.9225,11.2537,-0.0303,19.891
6964.0,14.1363,0.002,2.04,66.6236,11.9424,-0.0301,19.891
6964.5,14.1363,0.003,2.0497,66.9724,12.5328,-0.0293,19.891
6965.0,14.1363,-0.002,2.0419,67.0222,12.0408,-0.0293,19.891
6965.5,13.9603,0.002,2.0477,66.9724,11.5489,-0.0295,20.1561
6966.0,13.9603,0.004,2.0468,67.5204,11.9424,-0.0299,19.891
6966.5,14.019,-0.008,2.0303,67.4208,12.1392,-0.0299,19.891
6967.0,14.1363,-0.008,2.0322,67.2713,12.2376,-0.0297,19.891
6967.5,14.2537,-0.004,2.0458,67.1218,12.1392,-0.0287,19.891
6968.0,13.9603,-0.005,2.0458,66.9225,11.3521,-0.0281,19.891
6968.5,14.019,-0.003,2.0419,66.8229,10.6634,-0.0285,19.891
6969.0,14.0776,-0.002,2.0468,66.9225,10.2698,-0.0285,20.1561
6969.5,14.195,-0.004,2.0468,67.9688,10.3682,-0.0285,19.891
6970.0,14.019,-0.004,2.04,68.3175,11.9424,-0.0285,20.4212
6970.5,13.9016,-0.002,2.0322,68.3673,13.5167,-0.0293,21.4815
6971.0,13.9603,-0.002,2.04,68.4172,14.3038,-0.0299,20.9513
6971.5,14.019,-0.001,2.04,67.5204,13.6151,-0.0299,21.4815
6972.0,13.8429,-0.001,2.0429,67.5204,12.336,-0.0295,19.891
6972.5,13.8429,0.005,2.0419,67.1218,11.1553,-0.0291,19.891
6973.0,13.9016,0.011,2.0536,66.7233,10.565,-0.0291,19.891
6973.5,13.9016,-0.001,2.0438,66.7731,10.9585,-0.0289,19.891
6974.0,13.6669,-0.006,2.0341,67.6699,10.9585,-0.0289,19.891
6974.5,13.6669,-0.007,2.0351,67.62,11.1553,-0.0285,19.891
6975.0,13.6082,0.002,2.0419,67.8193,12.1392,-0.0281,19.891
6975.5,13.6082,0.001,2.0351,66.3745,12.6312,-0.0277,19.891
6976.0,13.6082,0.007,2.0429,66.0258,13.1231,-0.0273,19.891
6976.5,13.6082,-0.004,2.0322,66.3745,13.3199,-0.0271,19.891
6977.0,13.5495,-0.009,2.0186,66.1752,13.5167,-0.0275,19.891
6977.5,13.6669,-0.007,2.0225,66.4243,13.0247,-0.0279,19.891
6978.0,13.5495,-0.005,2.0273,67.2215,12.7296,-0.0283,19.891
6978.5,13.5495,0.003,2.0419,66.9225,11.3521,-0.0285,19.891
6979.0,13.5495,-0.005,2.0264,66.7731,10.8602,-0.0283,19.891
6979.5,13.5495,-0.004,2.0283,66.524,11.3521,-0.0285,19.891
6980.0,13.6669,-0.007,2.0312,66.6236,11.0569,-0.0283,19.891
6980.5,13.6669,-0.001,2.038,66.3745,11.1553,-0.0285,19.891
6981.0,13.8429,0.003,2.0303,66.3745,11.9424,-0.0289,20.1561
6981.5,13.9016,0.012,2.0351,66.7233,12.8279,-0.0287,20.1561
6982.0,13.5495,0.004,2.0351,66.7233,13.2215,-0.0287,19.891
6982.5,13.5495,-0.008,2.0303,66.7731,12.4344,-0.0287,19.891
6983.0,13.5495,-0.012,2.0196,66.6236,12.8279,-0.0287,19.891
6983.5,13.6082,-0.011,2.0244,66.524,13.7135,-0.0279,19.891
6984.0,13.6669,-0.009,2.0225,65.7269,14.2054,-0.0269,19.891
6984.5,13.6669,-0.001,2.0264,65.9261,14.6974,-0.0255,20.1561
6985.0,13.6669,0.005,2.0341,65.8265,14.107,-0.0245,19.891
6985.5,13.7255,0.005,2.0322,66.0258,13.6151,-0.0235,19.891
6986.0,13.6082,0.005,2.038,67.3709,14.107,-0.022,19.891
6986.5,13.6082,0.015,2.0497,67.3211,14.8941,-0.0206,19.891
6987.0,13.6082,0.016,2.0565,67.5702,16.0748,-0.0192,20.1561
6987.5,13.6082,0.015,2.074,69.2143,17.3539,-0.0204,20.4212
6988.0,13.6669,0.007,2.0701,68.8157,18.3378,-0.0243,20.4212
6988.5,13.6669,0.008,2.0419,69.7623,16.7635,-0.0269,20.1561
6989.0,13.6669,0.01,2.0507,67.919,14.8941,-0.0281,20.1561
6989.5,13.7255,0.004,2.0458,66.9225,12.336,-0.0289,20.4212
6990.0,13.8429,0.011,2.0497,66.3247,10.9585,-0.0293,20.9513
6990.5,13.7842,0.009,2.0545,66.0258,9.8763,-0.0297,20.9513
6991.0,13.7842,0.006,2.0477,65.7269,10.3682,-0.0297,20.4212
6991.5,13.9016,0.006,2.0497,66.7233,11.3521,-0.0299,20.4212
6992.0,13.8429,0.014,2.0497,66.5738,11.3521,-0.0301,20.4212
6992.5,13.8429,0.01,2.0458,67.3211,10.2698,-0.0303,20.4212
6993.0,13.9016,0.003,2.039,65.9261,9.7779,-0.0307,20.4212
6993.5,13.9016,-0.003,2.0341,65.9261,10.2698,-0.0309,20.4212
6994.0,14.019,-0.008,2.039,65.976,10.1714,-0.0305,20.4212
6994.5,14.019,-0.009,2.038,66.8229,10.1714,-0.0303,20.4212
6995.0,14.019,0.001,2.0429,67.0222,10.4666,-0.0303,20.6863
6995.5,13.9603,-0.001,2.04,66.4243,10.4666,-0.0305,20.9513
6996.0,13.9603,-0.005,2.0429,66.524,10.565,-0.0307,21.2164
6996.5,14.019,-0.008,2.0351,66.5738,11.1553,-0.0305,21.2164
6997.0,14.019,0.001,2.038,66.524,11.5489,-0.0303,21.2164
6997.5,14.019,0.004,2.04,65.976,12.1392,-0.0297,21.4815
6998.0,14.0776,0.001,2.0419,65.5276,12.0408,-0.0291,21.4815
6998.5,14.0776,0.001,2.0341,65.4279,12.0408,-0.0283,21.4815
6999.0,14.0776,0.007,2.04,65.3781,11.7457,-0.0275,21.4815
6999.5,14.1363,0.007,2.038,65.1788,11.1553,-0.0263,21.4815
7000.0,14.0776,0.003,2.0429,65.1788,11.6473,-0.0257,22.0116
7000.5,14.195,-0.001,2.0536,64.9297,12.9263,-0.0255,22.0116
7001.0,14.195,0.007,2.0545,64.9796,13.5167,-0.0255,22.0116
7001.5,14.2537,0.009,2.0555,64.7803,13.3199,-0.0261,22.0116
7002.0,14.2537,0.004,2.0614,64.8301,13.0247,-0.0263,21.4815
7002.5,14.3124,-0.002,2.0507,64.9297,12.5328,-0.0255,21.4815
7003.0,14.3124,0.0,2.039,65.1788,12.336,-0.0237,21.4815
7003.5,14.3711,0.007,2.0516,66.0756,12.8279,-0.0202,22.0116
7004.0,14.4297,0.011,2.0536,66.3745,14.0086,-0.0174,22.2767
7004.5,14.4297,0.0,2.0429,66.9724,14.9925,-0.0156,22.0116
7005.0,14.4884,0.0,2.038,66.524,16.5668,-0.0142,22.2767
7005.5,14.4884,0.003,2.0419,66.7731,18.3378,-0.0129,22.5418
7006.0,14.9579,0.009,2.0536,71.6057,19.6169,-0.0111,22.5418
7006.5,14.9579,0.011,2.0507,74.9436,20.1088,-0.0115,22.5418
7007.0,14.9579,0.007,2.0575,77.0859,19.6169,-0.0162,22.5418
7007.5,14.9579,0.004,2.0575,73.9472,19.0265,-0.0194,22.5418
7008.0,14.7818,0.005,2.0545,70.0114,18.5346,-0.0186,23.0719
7008.5,14.7818,0.004,2.0458,68.8157,17.9442,-0.0176,23.0719
7009.0,14.7818,-0.004,2.0458,70.41,17.8458,-0.0186,23.0719
7009.5,14.6645,-0.005,2.0341,70.1111,17.5507,-0.022,23.337
7010.0,14.7232,0.002,2.0361,68.3175,16.4684,-0.0235,23.6021
7010.5,14.6058,0.014,2.0429,66.9225,16.0748,-0.0231,23.6021
7011.0,14.6645,0.004,2.0429,67.5204,15.2877,-0.0226,23.337
7011.5,14.6058,-0.002,2.0351,68.5666,14.7957,-0.0212,22.5418
7012.0,14.4884,-0.004,2.0341,68.5666,14.2054,-0.02,22.5418
7012.5,14.2537,0.003,2.0419,69.1146,13.7135,-0.0184,22.5418
